30|無禁無忌，食百二。|Bô-kìm-bô-khī, tsia̍h pah-jī.|slang|形容人百無禁忌，毫無忌諱，便能長壽活到一百二十歲。通常是觸碰禁忌者用來自我安慰的說法。|https://sutian.moe.edu.tw//zh-hant/su/27145/
31|無毛雞假大格。|Bô môo ke ké tuā-keh.|slang|發育不良羽毛稀疏的雞假冒成體格高大。比喻一個人明明沒錢還裝闊；或指人明明沒有才能，還裝出很有本事的樣子。|https://sutian.moe.edu.tw//zh-hant/su/27138/
32|無通生食，哪有通曝乾。|Bô thang tshenn tsia̍h, ná ū thang pha̍k-kuann.|slang|生吃都不夠，哪能晒成乾？比喻數量不足，不可能有多餘的留下來。也指個人或家計窘困，沒有餘錢作額外支出。|https://sutian.moe.edu.tw//zh-hant/su/27143/
33|罔趁較袂散。|Bóng thàn khah bē sàn.|slang|多少賺一點，才不致於陷入窮困。說明即使利潤非常小，也應積極賺取。|https://sutian.moe.edu.tw//zh-hant/su/27037/
34|某大姊，坐金交椅。|Bóo-tuā-tsí, tsē kim kau-í.|slang|娶年長的妻子就像坐上太師椅。形容少夫老妻，丈夫很受寵、頗享福。|https://sutian.moe.edu.tw//zh-hant/su/27053/
35|無三不成禮。|Bû sam put sîng lé.|slang|送禮、致敬要一而再，再而三。比喻禮多人不怪。|https://sutian.moe.edu.tw//zh-hant/su/27136/
36|未食五日節粽，破裘毋甘放。|Buē tsia̍h Gōo-ji̍t-tseh tsàng, phuà hiû m̄ kam pàng.|slang|還沒吃端午節粽子，破棉襖捨不得放。臺灣的氣候在端午節之前，都還可能有轉冷，所以還沒過端午節，冬衣不能收起來，是前人觀察天氣變化所得的經驗。|https://sutian.moe.edu.tw//zh-hant/su/26971/
37|未曾學行先學飛，未曾掖種想挽瓜。|Buē-tsîng o̍h kiânn sing o̍h pue, buē-tsîng iā-tsíng siūnn bán kue.|slang|還不會走路就想學飛，尚未播種竟妄想收成瓜果。指人要循序漸進的學習與按步就班的耕作才會有所收穫，絕無一步登天或不勞而獲的道理。|https://sutian.moe.edu.tw//zh-hant/su/26970/
38|會曉偷食，袂曉拭喙。|Ē-hiáu thau tsia̍h, bē-hiáu tshit tshuì.|slang|只知道要偷吃，卻不知道要把嘴巴擦乾淨。比喻做壞事後，不懂得湮滅證據，讓人發現。|https://sutian.moe.edu.tw//zh-hant/su/27167/
39|會咬人的狗袂吠。|Ē kā--lâng ê káu bē puī.|slang|會咬人的狗不會叫。比喻城府甚深之人少言，不易流露其情緒。|https://sutian.moe.edu.tw//zh-hant/su/27047/
40|會跋才會大。|Ē pua̍h tsiah ē tuā.|slang|小孩學習走路時，要跌倒過才能順利成長。比喻人要經歷過失敗、挫折，才能成就事業。|https://sutian.moe.edu.tw//zh-hant/su/27166/
41|會生得囝身，袂生得囝心。|Ē-senn-tit kiánn sin, bē-senn-tit kiánn sim.|slang|能夠生出孩子的身體，卻不能生出孩子的心思。意為雖然兒女是父母所生，但也有自己的意志，父母不能任意左右；或指教育孩子很不容易，往往不能按照父母的期待。|https://sutian.moe.edu.tw//zh-hant/su/27165/
42|疑人，毋成賊。|Gî lâng, m̄ tsiânn tsha̍t.|slang|光憑懷疑，並無法認定某人就是賊。謂凡事都要講求證據，不能只因內心懷疑，便將人入罪。|https://sutian.moe.edu.tw//zh-hant/su/27184/
43|攑頭三尺有神明。|Gia̍h-thâu sann tshioh ū sîn-bîng.|slang|抬起頭三尺高處就有神明察看著。告誡人們做事前要三思，因為冥冥之中都有神在監督著我們的一言一行，千萬別做虧心事，否則將招致報應。|https://sutian.moe.edu.tw//zh-hant/su/27133/
44|嚴官府出厚賊；嚴爸母出阿里不達。|Giâm kuann-hú tshut kāu tsha̍t; giâm pē-bú tshut a-lí-put-ta̍t.|slang|過於嚴苛的官府，小偷反而更加猖狂；父母管教過嚴，小孩越是不成材。喻適當的律法及教育更為重要。|https://sutian.moe.edu.tw//zh-hant/su/27228/
45|囡仔人尻川三斗火。|Gín-á-lâng kha-tshng sann táu hué.|slang|小孩屁股有三盆火。比喻小孩子血氣方盛，屁股好似有火般的熱度，此處用來形容孩子不怕冷。|https://sutian.moe.edu.tw//zh-hant/su/26989/
46|囡仔人有耳無喙。|Gín-á-lâng ū-hīnn-bô-tshuì.|slang|小孩子有耳朵沒嘴巴。指叫小孩聽話就好，不要多問。通常使用於大人說話時，若小孩插嘴或發問，便會以這句話來阻止小孩開口。|https://sutian.moe.edu.tw//zh-hant/su/27021/
47|戇的也有一項會。|Gōng--ê iā ū tsi̍t hāng ē.|slang|笨的人也有一項他會的才能。比喻天生我才必有用。|https://sutian.moe.edu.tw//zh-hant/su/27235/
48|五肢指頭仔伸出來無平長。|Gōo ki tsíng-thâu-á tshun--tshut-lâi bô pênn tn̂g.|slang|指五根手指頭伸出來不可能一樣長，必有所歧異。如同兄弟姊妹其聰明才智並非一致，仍舊有所不同。|https://sutian.moe.edu.tw//zh-hant/su/26941/
49|牛牢內觸牛母。|Gû-tiâu-lāi tak gû-bó.|slang|牛圈裡鬥母牛。比喻兄弟或同志只善內鬥、欺負弱小，卻不能抵禦外侮、克服強敵，反而被人看扁了。|https://sutian.moe.edu.tw//zh-hant/su/26961/
50|牛就是牛，牽到北京也是牛。|Gû tō sī gû, khan kàu Pak-kiann iā sī gû.|slang|把窮鄉僻壤的牛，牽到人文薈萃的京城，固執的牛脾氣還是依舊。形容人的個性不可能改變，縱使換了環境還是原來的樣子。|https://sutian.moe.edu.tw//zh-hant/su/26960/
51|外甥食母舅，親像食豆腐。|Guē-sing tsia̍h bú-kū, tshin-tshiūnn tsia̍h tāu-hū.|slang|外甥佔舅父的便宜，像是吃豆腐那樣簡單。喻外甥要倚靠舅父幫忙或讓舅父請客較為容易。|https://sutian.moe.edu.tw//zh-hant/su/26968/
52|校長兼摃鐘。|Hāu-tiúnn kiam kòng tsing.|slang|校長兼做敲鐘的工作。「摃鐘」指敲響學校上下課的鐘聲，以學校最高職務的校長，還需兼做敲鐘報時的工作，來形容一個人身兼數職，而且多半是指一手包攬整個單位、團體或專案的大小事。|https://sutian.moe.edu.tw//zh-hant/su/27086/
53|痚呴袂忍得嗽。|He-ku bē lún tit sàu.|slang|氣喘忍不住要咳嗽。形容人忍無可忍，不吐不快。|https://sutian.moe.edu.tw//zh-hant/su/27156/
54|戲館邊的豬母，袂歕簫嘛會拍拍。|Hì-kuán pinn ê ti-bó, bē pûn siau mā ē phah-phik.|slang|戲館邊的母豬，戲聽多了，不會吹簫，也會打拍子。比喻常見無難事；或指人易受周圍環境影響。|https://sutian.moe.edu.tw//zh-hant/su/27190/
55|戲棚跤徛久就是你的。|Hì-pênn-kha khiā kú tō sī lí ê.|slang|戲臺下站久了就是你的。勸人做事要有耐性，如能持之以恆，成功必屬於你的。|https://sutian.moe.edu.tw//zh-hant/su/27210/
56|嫌貨才是買貨人。|Hiâm huè tsiah-sī bé huè lâng.|slang|會挑貨物毛病的人，才是真正有意要買的人。意即客人會對貨物表示意見才是真正要購買的人。|https://sutian.moe.edu.tw//zh-hant/su/27160/
57|兄弟若仝心，烏塗變成金。|Hiann-tī nā kāng sim, oo-thôo piàn-sîng kim.|slang|兄弟若能同心，黑土也能變黃金。意謂兄弟同心耕作，可種出大量作物，賺足金錢，就像是把田裡烏黑的泥土變成黃金一樣。鼓勵手足之間應通力合作，便能得到耀眼的成果。|https://sutian.moe.edu.tw//zh-hant/su/26965/
58|僥倖錢，失德了；冤枉錢，跋輸筊。|Hiau-hīng-tsînn, sit-tik liáu; uan-óng-tsînn, pua̍h-su kiáu.|slang|不義之財，會因為做不道德的事而花光；冤屈人家所得到的橫財，也會賭博全輸光。誡人勿貪非分及不義之財，不義之財，怎麼來就怎麼去。|https://sutian.moe.edu.tw//zh-hant/su/27182/
59|耳仔生兩葉，家己看袂著。|Hīnn-á senn nn̄g hio̍h, ka-kī khuànn bē tio̍h.|slang|耳朵雖然有兩片，但自己卻無法看見自己的耳朵。意指人看不見自己的缺點。或指人不會反省自己的缺點，卻偏要談論別人的缺失。|https://sutian.moe.edu.tw//zh-hant/su/27017/
60|好額毋值著會食，好命毋值著勇健。|Hó-gia̍h m̄-ta̍t-tio̍h ē tsia̍h, hó-miā m̄-ta̍t-tio̍h ióng-kiānn.|slang|富有不如能享口福，命好不如身體健康。說明有食欲、身體健康比起財富或運勢都還更重要。|https://sutian.moe.edu.tw//zh-hant/su/26999/
61|好好鱟刣甲屎那流。|Hó-hó hāu thâi kah sái ná lâu.|slang|好好的鱟，竟然被宰殺得一團糟。「鱟」是海中的節肢動物，為古代的活化石，個性溫和，被宰殺時也不會掙扎抵抗；「屎那流」指屎尿都流出來了。譏諷人做事不得要領，將簡單之事弄得一團糟。|https://sutian.moe.edu.tw//zh-hant/su/26997/
62|好也一句，歹也一句。|Hó iā tsi̍t kù, pháinn iā tsi̍t kù.|slang|好聽的也是一句話，難聽的也是一句話。一句話的好壞會影響聽者日後的行為，所以與人交談不可不慎。|https://sutian.moe.edu.tw//zh-hant/su/26992/
63|好囝毋免濟，濟囝餓死爸。|Hó-kiánn m̄-bián tsē, tsē kiánn gō-sí pē.|slang|好兒子不必多，兒子多了徒增父母的負擔。比喻出色的孩子不必多，能孝順父母者最為重要。|https://sutian.moe.edu.tw//zh-hant/su/26996/
64|好歹在心內，喙脣皮相款待。|Hó-pháinn tsāi sim-lāi, tshuì-tûn-phuê sio khuán-thāi.|slang|不管好壞都放在心裡，見面三分情，口頭上還是要客客氣氣，以禮相待。|https://sutian.moe.edu.tw//zh-hant/su/26994/
65|好心予雷唚。|Hó-sim hōo luî tsim.|slang|一番好意卻慘遭雷吻。比喻好心沒好報。|https://sutian.moe.edu.tw//zh-hant/su/26993/
66|好田地不如好子弟。|Hó tshân-tē put-jû hó tsú-tē.|slang|擁有良田，不如栽培良好的子孫。意即土地、財富固然重要，但子孫的人品與才學，比財富更有價值。|https://sutian.moe.edu.tw//zh-hant/su/26995/
67|好酒沉甕底。|Hó-tsiú tîm àng-té.|slang|好酒會沉到酒甕的底部，愈陳愈香。比喻好的、精彩的事物，總是留在最後面才出現。|https://sutian.moe.edu.tw//zh-hant/su/26998/
68|胡蠅舞屎桮。|Hôo-sîn bú sái-pue.|slang|蒼蠅想舞動用來擦拭屁股的竹片。恥笑人做事不自量力，妄想改變無法改變的事實，非但徒勞無功反而淪為笑柄。|https://sutian.moe.edu.tw//zh-hant/su/27062/
69|互相落氣，求進步。|Hōo-siong làu-khuì, kiû tsìn-pōo.|slang|相互挑出對方之短處，來追求進步。意思是一來一往檢討雙方各自的缺點，是一種求取進步的方法。|https://sutian.moe.edu.tw//zh-hant/su/26940/
70|歡歡喜喜一工，煩煩惱惱也一工。|Huann-huann-hí-hí tsi̍t kang, huân-huân-ló-ló iā tsi̍t kang.|slang|快樂也是過一天，憂愁也是過一天。意為不管是快樂還是煩惱，日子還是要過，不如保持快樂的心情來面對困難。勸人樂觀進取，不要太過悲觀。|https://sutian.moe.edu.tw//zh-hant/su/27230/
71|花無百日紅，人無千日好。|Hue bô pah ji̍t âng, lâng bô tshian ji̍t hó.|slang|花不會延續百日的鮮紅，人不會維持千日的順遂。花開得美，總會有凋謝的時候，人生際遇也不會永遠處於順境。比喻人生是起起伏伏的，本來就無法永遠順利。|https://sutian.moe.edu.tw//zh-hant/su/27038/
72|和尚頭掠蝨母。|Huê-siūnn thâu lia̍h sat-bó.|slang|在理光頭的和尚頭上找蝨子。形容人緣木求魚，注定失敗。|https://sutian.moe.edu.tw//zh-hant/su/27029/
73|也著箠，也著糜。|Iā tio̍h tshuê, iā tio̍h muê.|slang|也要竹鞭，也要稀飯。「箠」是用來當作體罰用具的竹鞭。這句話表示教養小孩也得責打、也得疼愛。比喻父母教導子女要寬嚴得宜、慈威並施、賞罰並重、教養兼顧，要撫育也要矯正，方有效果。|https://sutian.moe.edu.tw//zh-hant/su/26918/
74|閹雞趁鳳飛。|Iam-ke thàn hōng pue.|slang|去勢的公雞因體型較為肥大，拙於飛行，卻想模仿鳳凰飛翔。比喻如同東施效顰一樣想模仿別人。|https://sutian.moe.edu.tw//zh-hant/su/27209/
75|枵鬼假細膩。|Iau-kuí ké sè-jī.|slang|明明嘴饞想吃卻又客氣推辭。諷刺人表裡不一，惺惺作態。|https://sutian.moe.edu.tw//zh-hant/su/27078/
76|陰鴆陰鴆，咬人三寸深。|Im-thim-im-thim, kā lâng sann tshùn tshim.|slang|性格陰險的人工於心計，平時不動聲色，一旦發狠咬人，就會咬得很深，毫不留情。勸戒人要謹防陰險狠毒之徒。|https://sutian.moe.edu.tw//zh-hant/su/27123/
77|圓人會扁，扁人會圓。|Înn--lâng ē pínn, pínn--lâng ē înn.|slang|世事本無常，旺氣之人亦會有落衰之時；反之，衰微之人如能奮發向上亦會有出人頭地之日。「圓」應指旺氣，「扁」為衰微。形容人的機運有起有落。|https://sutian.moe.edu.tw//zh-hant/su/27158/
78|搖人無才，搖豬無刣。|Iô lâng bô-tsâi, iô ti bô thâi.|slang|身體搖擺不穩重的人，多無才氣；走路搖動不穩的豬，多為病豬不能宰殺。勉勵人應穩重自持。|https://sutian.moe.edu.tw//zh-hant/su/27215/
79|勇勇馬縛佇將軍柱。|Ióng-ióng bé pa̍k tī tsiong-kun-thiāu.|slang|「將軍柱」指官府堂前兩旁的大石柱。健壯的馬被綁在將軍柱上，任憑有多大的力氣或多麼善跑也派不上用場。引申為懷才不遇、英雄無用武之地，或指不能知人善任。|https://sutian.moe.edu.tw//zh-hant/su/27046/
80|用別人的拳頭拇舂石獅。|Iōng pa̍t-lâng ê kûn-thâu-bú tsing tsio̍h-sai.|slang|用別人的拳頭去揍石獅子。利用別人去做自己不願意做的事情，比喻犧牲他人來成就自己。|https://sutian.moe.edu.tw//zh-hant/su/26979/
81|一兼二顧，摸蜊仔兼洗褲。|It kiam jī kòo, bong lâ-á kiam sé khòo.|slang|兩者兼顧，摸蜆兼洗褲子。「摸蜊仔」是從前常見的副業，在溪裡摸拾蜆貝，可作為佐菜，也可賣錢，因在水中蹲著工作，褲子常浸水，好像順便洗了褲子一樣。意謂一舉兩得。|https://sutian.moe.edu.tw//zh-hant/su/26868/
82|一代親，二代表，三代毋捌了了。|It tāi tshin, jī tāi piáu, sann tāi m̄ bat liáu-liáu.|slang|一代至親，二代表親，三代全都不認識。第一代是骨肉至親的兄弟姐妹，第二代子孫彼此以姑表、姨表來相互稱呼，到了第三代就彼此不認識了，意為親戚間的往來，一代比一代疏遠。|https://sutian.moe.edu.tw//zh-hant/su/26860/
83|一錢，二緣，三媠，四少年。|It tshiân, jī iân, sann suí, sì siàu-liân.|slang|首先有錢，其次人見人愛，再來英俊，接著是年輕。相傳舊時男性追求女性的基本條件。另有一說是現代人選女婿的四要件。|https://sutian.moe.edu.tw//zh-hant/su/26878/
84|幼秀跤，好命底。|Iù-siù kha, hó-miā té.|slang|腳纖細的人命比較好。古時候有錢人家的女兒，有婢女、傭人服侍，不須參與農忙勞務，因此手腳纖細、秀氣好看，進而產生「幼秀跤」的女性為富貴人家的刻板印象。|https://sutian.moe.edu.tw//zh-hant/su/26969/
85|惹熊惹虎，毋通惹著刺查某。|Jiá hîm jiá hóo, m̄-thang jiá-tio̍h tshiah-tsa-bóo.|slang|招惹熊招惹虎，別招惹凶悍的女人。比喻悍婦得罪不得。|https://sutian.moe.edu.tw//zh-hant/su/27163/
86|人情留一線，日後好相看。|Jîn-tsîng lâu tsi̍t suànn, ji̍t-āu hó sio-khuànn.|slang|對別人留個情面，以後見面才好相處。意謂與人為善，凡事多留餘地，未來相處才不至於難堪。|https://sutian.moe.edu.tw//zh-hant/su/26894/
87|人情世事陪到到，無鼎閣無灶。|Jîn-tsîng-sè-sū puê kàu-kàu, bô tiánn koh bô tsàu.|slang|人情世故樣樣奉陪，沒鍋又沒灶。意即所有的人情世故都要應對得體面，所費不貲，可能會窮到斷炊。形容人為了應付各種交際應酬而產生的經濟問題，並勸導人應酬要節制，適可而止，對社會上的繁文縟節要量力而行。|https://sutian.moe.edu.tw//zh-hant/su/26893/
88|入虎口，無死也烏漚。|Ji̍p hóo kháu, bô sí iā oo-áu.|slang|進入老虎的嘴裡，沒死也體無完膚、半死不活。意謂掉入危險環境，沒死也剩下半條命。|https://sutian.moe.edu.tw//zh-hant/su/26900/
89|入人門，順人意。|Ji̍p lâng mn̂g, sūn lâng ì.|slang|指進入別人的家門，順從別人的意見。原指女子出嫁後，應當順從丈夫、公婆之意，後延伸到別的地域或單位機構，應順從該地之風俗規定。|https://sutian.moe.edu.tw//zh-hant/su/26899/
90|日頭赤焱焱，隨人顧性命。|Ji̍t-thâu tshiah-iānn-iānn, suî-lâng kòo sènn-miā.|slang|在熾熱的陽光底下，每個人以保全自己的性命為要，已無暇顧及他人。形容人遇到患難或在艱困的環境裡，以顧全自己為先。|https://sutian.moe.edu.tw//zh-hant/su/26953/
91|家和萬事興，家亂萬世窮。|Ka hô bān-sū hing, ka luān bān-sè kîng.|slang|家庭和樂則事事興旺，家庭不睦則代代窮困。強調家庭和樂與否對家道的發展影響深遠。|https://sutian.moe.edu.tw//zh-hant/su/27084/
92|家己捧屎抹面。|Ka-kī phóng-sái buah-bīn.|slang|自己捧起糞來抹臉。比喻自己給自己難看，自取其辱。|https://sutian.moe.edu.tw//zh-hant/su/27083/
93|家己栽一欉，較贏看別人。|Ka-kī tsai tsi̍t tsâng, khah iânn khuànn pa̍t-lâng.|slang|自己栽種一棵果樹，到時結果就有得吃，勝過看別人的臉色。比喻凡事得靠自己，不要靠別人。求人不如求己。|https://sutian.moe.edu.tw//zh-hant/su/27082/
94|教豬教狗，不如家己走。|Kà ti kà káu, put-jû ka-kī tsáu.|slang|支使豬支使狗，不如自己跑。比喻與其依靠別人不如靠自己，亦即求人不如求己。|https://sutian.moe.edu.tw//zh-hant/su/27114/
95|共天公借膽。|Kā Thinn-kong tsioh tánn.|slang|向老天爺借膽。用於形容人突然膽大包天，做出平常不敢做的事。|https://sutian.moe.edu.tw//zh-hant/su/26988/
96|甘願做牛，毋驚無犁通拖。|Kam-guān tsò gû, m̄ kiann bô lê thang thua.|slang|情願當牛，就不怕沒犁可拉。意即為謀求一餐溫飽，只要願意放下身段，努力工作，不怕沒有機會。也常說成反話，用來告誡子女，不努力讀書，將來只能靠體力工作謀生。|https://sutian.moe.edu.tw//zh-hant/su/26973/
97|甘蔗無雙頭甜。|Kam-tsià bô siang-thâu tinn.|slang|甘蔗沒有頭尾都是甜的。比喻世事無法兩全其美，凡事有利就有弊，人不可能佔盡所有好處。|https://sutian.moe.edu.tw//zh-hant/su/26972/
98|艱苦頭，快活尾。|Kan-khóo thâu, khuìnn-ua̍h bué.|slang|做任何事都要先耐得住辛苦，苦盡才得以享受甘甜的成果。勸勉人先苦後甘，終將逐步進入佳境。|https://sutian.moe.edu.tw//zh-hant/su/27212/
99|敢做匏桸，就毋通驚水燙。|Kánn tsò pû-hia, tō m̄-thang kiann tsuí thǹg.|slang|既然做了瓠瓜勺子，就不能怕被滾水燙。意指既然承擔了責任就要敢做敢當，不要畏首畏尾，也用來自我表示負責到底的意思。|https://sutian.moe.edu.tw//zh-hant/su/27134/
100|狗無嫌主人散。|Káu bô hiâm tsú-lâng sàn.|slang|狗不會嫌棄主人貧窮。以狗對主人的忠誠，來勸人不要因家境貧苦而怪責父母，或引申為不要怪責所屬的團體。|https://sutian.moe.edu.tw//zh-hant/su/27036/
101|九月颱，無人知。|Káu-gue̍h thai, bô lâng tsai.|slang|農曆九月的颱風，沒人料想得到。通常農曆九月以後已經過了颱風季節，故突如其來的颱風常讓人措手不及。比喻天有不測風雲，人有旦夕禍福。|https://sutian.moe.edu.tw//zh-hant/su/26885/
